id,churn
48ada52261e7cf58715202705a0451c9,0
24011ae4ebbe3035111d65fa7c15bc57,1
d29c2c54acc38ff3c0614d0a653813dd,0
764c75f661154dac3a6c254cd082ea7d,0
bba03439a292a1e166f80264c16191cb,0
568bb38a1afd7c0fc49c77b3789b59a3,0
149d57cf92fc41cf94415803a877cb4b,0
1aa498825382410b098937d65c4ec26d,1
7ab4bf4878d8f7661dfc20e9b8e18011,1
01495c955be7ec5e7f3203406785aae0,0
f53a254b1115634330c12c7fdbf7958a,0
10c1b2f97a2d2a6f10299dc213d1a370,0
d5e512dbc8118a830a7b8c7f61d89992,0
6ee77a019251bcc304c88167e0dfcb4c,0
2c05848e1a577dd041ea6804bbf5bbf5,0
21860c2ff2d5df75503b230ce629c253,0
227254ed8be1393d5e37e6dc9c3f359b,0
c5037389dd8be351d3c40f2973da2391,0
e4773b60d2e68aac94795782abfc006b,0
bd14bbac3aca710ee5288fcd8511d4bb,0
4e4a34a6d91ff25d0fdf68733907ad44,0
f2b93783adecf0d0d8d60ab547bda3de,0
47e976c5d7f1ee1fee6d60ca39fd0218,0
db6ac41fb6972374f28bc6f8e43b9764,0
bee0c7e972180fbee50c2ea15b12965c,0
78014630fbac3e6aa980361d25cea748,0
050706fa01538720da274cbeb6e1f983,1
5789c446141a44a9b405db35682f6eb5,0
ed5bc499fecb8eee257857fd286ebd65,0
389bbbe70248fbeecdf9bb1bd0d1da04,1
31615bef53242dfedeaf275214044ca1,0
74ff037708f036de5745ce34d8d9d4df,0
7287dad2f1f535d03435ea7c78b557c4,0
26c7bba7d51f86a16109de505bcd4f52,0
44e826a55734d0ca5eeafcae0e991a75,1
4bffd9d74bfb770ef7763e8e4e88dfc3,0
2d9d0546d83c60ed3d5728d744d65c40,0
79d29481ee261caf08387bcef9e4346d,0
044d071a5dbc2668cddad4f2b28c91d1,0
af87b64523cf1f4f4a681e2cc44c8629,0
9403f3f9ff06ec9e49db8255ede2b098,0
51a7edcf29ed04830da6b3ee79f9e508,0
d9260de11c54a215fa7363f603bbeaf6,0
a853b52e3992aa2df0870fe42d843a65,0
91607f6e0ed7143ab1a5b2abc20f1c00,0
757ea31873662fe77d60e8c4f736a1ec,0
d53f9011d82ed1f4850d0d312d04468b,0
af47b8ea9a596c200ee39128a95738f9,0
f8943edfeb1783f3793d3abc6305c1e3,0
adfec8a906dfa5c6d836231e65825539,0
c6951b289531272a5d02c095db1fb55f,0
34f2d4431b7db25cd660b098acf3d3a0,0
cdcc2c363d5b34232082cee78776e59e,0
b96aa3a8655203318c6b853dbdb0ceb7,1
54a77b7ec412ca7133750d2cb2a24096,0
0f7487e3c557be9c77570e11ce572454,0
17e84c1bc19211777dfbb1cca8af94fc,0
b664719a6cbb1966d9987c3f6ec6d209,0
d8e589d515b7c905bb73eece1d8781d8,1
a20ef5d293e20e3d9e9f60cf2be3ce63,0
64c0ca2d8c32cd4985b6ab53f17f897f,0
413f4bf21686876dd0d9a2bf0cc5ba1f,0
3bd97d79feb083b315baa9545c76c84d,1
cb5171895e4a15e2c72cbbd7cf054cbf,0
b50576e9fd15d9fa7e550be0f19fbf9e,0
063acc614e176cf9edb486d267a90097,0
cd2ac5886d344c93b3a2358e4604e1fe,0
78b67084b27f0d33429985d7a1fd6258,0
ac9b40690cdc78263fecc452bd92c227,0
4d4a8d5a884e49e2a8f7994b21a3cb18,0
d26bcf1a3e3f6252b9812903f402dcf1,0
d44fcb35df8f88e9032ad52678d060a3,0
327e887296aa77019b4954c6bb0a8cc3,0
6f062ee9f3f8b2a404078abb4cd85510,0
d8fba21592000ae17ac964d93e827c05,0
9cdfb70886ecb55f8a8620af8a99a722,0
d8711ce9aef0a42cf24b1e65da32fe3f,0
215fcb61cd9905b5e605b292666975d9,1
33e5a46305e282aef856ef00fee02e2c,0
270835591aad4b5231d23fb7bdcd3bcf,0
d766f436878bdf7c211ad1546e4357e9,0
38ff1f75487719c54ba3d4a46f9ee244,0
a29ad433a1585b364e5485ec55b6bbc3,0
3143ff0dec9bb97876c726e42b5a66c6,1
237111445b27c435937f982ffcaef727,1
be272db990d3604a49a54887dfa904f4,0
6187a71186583ed2457d182b00b632c5,0
6ae7e4a3bdf96abb7783b342378ca5fc,0
cfc1377e09c9866fae771bb4180f026a,0
d4a84ff4ec620151ef05bdef0cf27eab,0
1d4a665170914d996d3fb78069495516,1
e91f386614c13becdf81cc47fadfa2a2,0
b5159f09fc3592f49048683fb75629da,0
c0465e0147cc1faf14e8793a14c92cd2,0
3c52cd186c318638296ed093e9cdf412,1
0acfc92892cc39bb48fb3398a8cda11f,0
a847d1f70553a669ff5f793995b437c1,0
f1f24e9f048478c6d41fa05795b1d424,1
471f25ae25f8c42dbfae0bc1e76c1cd3,0
e0b40169a9075474ca8bddab6d490484,0
3133a89333b09b9eaf541818eabf5c93,0
9d566b80c46439fb4fa5d9c8eaa51f7e,0
c30e2e4d0abce6b4db1d0280778d04d4,0
599a07e92a3980ae637d36cd6111045f,0
ac9033ee1d6056f4ac827d79bedcc72d,0
900937b8062eaec84aa1e5f16cdfe57d,0
99158224050f70b152be49f14f86686b,0
6a4526450ca4ee8a2cd6709b2a627c8d,0
fb098050d05db98b60413a9625107bd8,0
da81ccd181f3283287a174f4eca547de,0
bd265cf7f018d2bea11e0cae69b493f1,0
3e879cdd58c64242ecb67211395a6508,0
2c8177dd04a8d4760c8ae4630d5db435,0
3beb7a9262b1e77bdd8520a546e7a579,0
7e6b8140b261e49bd1f6bfa03266355d,0
8a03a1cb07e0c84dc84f9832eae4d23f,0
b41c10c88eab663dfd610b80a932bb4c,0
fdfe279dd0446c30e15ecfab16b9002b,0
cf6526ff2524fb9a3663f8fca1bdf6c3,0
882b924b96a0a422a5930cc87673051e,0
0b0da18e644bac389ba02ab23e1487ed,1
88cb009b746ab1b9a55dc5efcd1cc733,0
778ddcb8f3092f5b501e7ae19ce228f3,0
0019baf3ed1242cd99b3cb592030446f,1
2ea90e8741145bab63f53ec88cb7295a,1
616018ccf121480488737b3823361d1a,0
c84ec3bd5e20182784b1b971be72c299,0
d263e956a4b3d8522299e10714087894,0
2c75c74a7c0f2651b3ae5ec830c34b8f,0
30056ab231d545b01bf64a4afee54001,0
f1bc4ec5aa7efda1226655623274648a,0
cfe53ea9433504883086fc113f19bf3d,1
2377643ffe1711ed3a6f107d6846aa22,0
0d933e7fe322dea60b3a4e9dfbfee9d8,0
bf3c67d9664f3459e6e04e607a507e64,0
d829d9c7a845cf8f488521805ad8c95a,0
987a0a5e856d2185db60c718da435160,0
085b7eec474bd25f8140577833f0a6ac,0
4c14c36a57ab73b4b800fc995d3beb73,0
373fb825c489645f221952db53e35a60,0
c94671d9f76a07fe541480bc62edb60a,0
8dcf72174797ae1837d423396bbb7e98,0
311924ef8566de7b248f577fe08fa5c5,0
b80d271d99d6f7196ef6b591cc99930c,0
3c4ee938001975a4d07cf27a54de433c,0
054a060473c4f11a08dcdb183f9be82d,0
5e8b2c437090e22ffe168d19c3aa79eb,0
6c13700b7435b2547163d04008bf3975,0
f451b7678fe549050ed1df7e41a57f1d,0
839492301e7c2d24c02c89315f307e39,1
408e0c75cd8f58197c06edb73428bb0d,0
6179f9b2f03fe9aaceb4f82e67d0842a,0
08c71e940a19496b078df652dcaa3e98,0
1eb6d6268118c75576a55f49a66b8c57,0
9c19c00c6d3dc0b8ad7a180c6ca03672,0
cf8c5db0c02e3f92592daccba41c918c,0
913bb512f7ca698b02149c9189c7c606,0
6813b5d674d951ff92baf485658f5ce7,0
1da8be069526d166b7cfd15284c68873,0
c6e395b4ce0f5400b8de1bf1a4d4b571,0
7d887f3330110231b51aad27f2ded024,0
61b8d915f76bf6ab25dcf097e5384366,0
71437410625520c4e4cc494f113275ee,0
d1afecf1cead7d46c0a94166819e3027,0
748d53b07e0be39a7080ebdc1bfb498e,0
22c33086af3c686662c232fe9064cc75,0
a53fec91b28d8d3cafcec7a054aca44b,1
7b1752c6e5365c7fe4359ec9dbf4177b,0
0353cd3b38ec83e89c08509fbb28715f,0
d2aa0bfc7a18d37638e212071ac61fc9,0
b74cbeff25c78e69e3df44cf2a1e7761,0
5b1fbf1d729d0df8c8de04e166f3f77b,0
7007ee229e5e2a5eedac6b69c0af3dd2,0
75bc0c467e34717282cb63779718310e,0
b0880107ce92c263c48670ba7efd6013,0
498216090f098387ebb99e559509509b,0
5c8296dbc2d2599de2594a09f483955d,0
fe3179a939c0ac1dd48631bb13c73cd9,0
01fbea88102b46f036ff17ebe4d23459,0
7bd1500ae95f2b942f9650f0a724d650,0
21e8ec987c393d5d575da0644fa2ee75,0
4f49021572f06e6410d351e4b2d9fc82,0
0e9534a8931bd6e63f12a888d1c43476,0
8dc018e7a387c73803e0c7da8fd99b00,0
82af2c5e1d3891740a1a50a35adcae19,0
2bb48f30e85010bb4c47fde40cfe4641,1
55618d3b14bf4f4fbf089d8f297623bc,0
9741e25c0b0b84e64ef85f3d9c81fe6c,0
2dc2ed2f6f850a665167d36502131713,0
572f05986cd9ca8a68e7e68fca7c8e1d,0
c0c0561e1ab1679ffec6004b6c450917,0
693481c3844337eed094d7e3ade9eb99,0
057c82be7460230517ec0a02ca73a70c,0
fe683d8062ef99d594238099a21fb793,1
972bfa90c83db83f39b9ed2a7c53a29d,0
4a1673610a8325ef50244001b6414299,0
8286c591e71aa49555ee4ed9f1f432f6,0
32c42511e417cad36f68f6872a21552f,0
8d0f37cb25ebffbc65a87a250b15d403,1
fdc465370a656ef1f30e92b21aa4457a,0
d993d216a46faf79fcb5b2e8e2cdda7a,0
a8ad17e833878b0d4384e5e0489d7add,0
05746b230847fca47f80d52c8ac83c4f,0
b080187d8a482de6aef68c6ce2665498,0
42a405678c4e29d1f066a9e5cbecba79,0
9883653587b6dc04845754e60d89249c,0
d88625ec4bf860f45b6c67315ef8014d,0
7438550478546055e8024152a30a4388,0
00420fc2b6ede48ec7e941c769a6a840,0
eb55bc7b061e67e3615a78c1df6f2f97,0
0d70ae3a5e62d6bb95b9ab06255036e3,1
e2ea6671299588892aa65d2900ff7540,0
7012f8d14ab72658f52684575169ba59,0
0b094473e4c7ae4fe6412795d6453559,0
8dca9d92afdf17e2329ff2914bf05d8c,0
d20a7d6eaa8a7ed6df7d944860eb74b7,0
22d2a2d9168ce246fc18b229276fdcc6,0
a83fbaca10dcb8f200840fab73ed5abf,0
0baa454df3a005fa7621b994b0092213,0
2b64e5ab22b66acc1d3fbdf7dcd9b62a,0
26aeb6520ab15fdbfd2aef614c3973a8,0
9dec070a28044ffadbfa902cdaf9e4b1,0
60951c2d180d7ce3f20531fc7d9b6fb1,0
bb2eee48a4a8fff7e749051d8249fa91,0
c3abdd8e4ebe9f2775f14fbecaec4733,1
d1622a879792dd77f81c98d93faaa0c0,0
0fded2bbbbb6edf817da2d90ec697a25,0
950c25b09bf0cca5059e91f1dc598f17,0
09d943f7a8c09abb51117801abd866a2,0
9af0873bd6b5eb10ad0a2ff87ceabb80,0
316827a45c61c630a3ce0dde268dd285,0
23268094c87127f302ac96d5e1348144,0
d38f0fe5e1e52a3f8ae021122e1350dd,0
d37b4408c6b3cf2988f0fbcfe3b40b98,0
ed557c49bafab49f63a3bdd51484ab73,0
d03b894570bbe809ab2ce610d52e4256,0
1b666e7f94db591d2a7eae83b230e034,0
3933f49a5b9577745ee42f6adec28fea,0
1b1ae4a10d8aa0e6e9c311fd89e12f2a,0
bf4632a748bec93d5da7ac54f60e586a,0
726e52ea83ca2527b6ad999595806b3d,0
47682679881ca2f0f97f9938d5dffa5c,0
b1e773762052b38569b1e68aaa10576e,1
353c7a38a3fafd078eb86809031a7337,0
df0edd6b1b907bbcdd5b285432aeb747,0
8ac921bec295f67fdc47f3d85511d872,0
bdca326c4be13f7e0136766670fe1327,0
5336cc7721ec9705b2effa5e99627b98,0
fa30ec2a9a741c9425bd78299f11a182,0
0809ebd9b2ae59cdd28f9fe464468eae,0
8411607f18658283372586d942684841,0
c6316a07524a6b75ab769e6a88980eaf,0
7070fba789b4aa6256b30477d107f97a,0
d639991644285b856d0a2c8b846a6858,1
75135870f77f06598df504548bfd363d,0
56c94ad421f0b3ba7898412d082e9680,0
9ca6298400dbc960a48a46aa6abd3db7,1
ee6c1cf8a890651464453bced7e78bbc,0
9ef3adf7b2dc19378219df8ecbcda1e4,0
b8c5c35765bde559a2bf67126607fe8f,0
4ec59c18953aeefe3d14251bd5ccb2c0,0
a53fec6833650a4a2f63c135dc80023b,0
d4e273ba89614e86a65548b4599285e6,0
a956e7ddc069887fa85ed8eea869dd8c,0
ba63ea17c9ff3121b8e8e8ff9a4cab90,0
0cf1e190019e60794edd66bda1a7f4cd,0
a5cb74bb90c992a62bfc6b8a7c0db94b,0
929e972fd27656902cd677c7faebf7bf,0
c5abd6e680cc7faf2c51faabea9c133a,0
3f3574cf1f845bfdf39d6e378e3357d0,0
c846153af4a2080c3cf75ac47f079b3c,0
b30868266bcbe81f1c1f05de883931bd,0
dc9fe007a00788a25d513a260d1b9a4a,0
aa8e27804d725806212ff74c55462418,0
c209f893a47a985051c7c94583fffe90,0
cf84d72b325e16286e920810c3c92c36,0
8efdac2756b265158dd9741da24d8d4b,0
fb237d0c0321311cb9f7eabf91874dd8,0
747fb60134508c5d1eba4878e4c99da5,0
08888b0e6949284de6df1ab7b2feef86,0
4ec5fe651bff2ca88843133f6b3d5a53,0
1cf38abc3d479e1fd89d01f8596b58b3,0
05c509cd5bbbdab1985886374259b42f,1
06d50813f63e310bae35952ca0da7c20,0
1c55c6785645c643d564dd59ff96204b,0
1d5f36eca170de378f4d117a8ff88b13,0
b0c7cb1200cc3415633fc8dbf38779f4,0
ab878f5a787fc3140de85b911641c849,0
e57790d468b55a9ee37aaf0a8ccf1046,0
81d47fd97b2de6ee431993377a8b0407,0
7082a8969504199f0930a198f9516614,0
207dbcdd7a9ffa51f42562bce7710d6b,0
79929e3772a798c11313212baaca82f6,0
3d6ff667d8c0b51329e40835c8124926,0
643a00ea2a7026974218f0e4c26948a1,0
d997a45fc29f1c98891bcce4e25ba400,0
bac4c08b69328cf2fec32431977ffb99,0
d401cd0d5f278cdf4c674100903fe77a,0
06389c453a13410620a586b71d04231f,0
d7d41355efdf7b0ab2ce25bc100bf9d1,0
88db920dddadc87b97d065faeed37163,0
5aff1ab4cf8c55dd7c0f266624e97e55,0
ab250252dfaded1c9a54834f9c829b43,0
3629db4e6e54edf39046a46ff9e6ebb9,0
57bf98e6bdb130b4e7da6931ab274128,0
ed37cfa026c212660ce235b69eef578b,1
be7a29e877b8d8c0d01dc36599916fa1,0
b624cf07d52ba3329962f9b83d1da1fc,0
d8f29ddac0208cc97fb6b62df6c522b8,0
adb6d4057b3591b01bdd712254023960,0
f9ccc60daf45ef89052938d90adb0f46,0
864b3f5ca8d44346b79d93e4a07dd395,0
2c682f10f5d27dc83fa5ad3f67666205,1
98f33082dac5aa76ed32584923c2312b,1
afcb81c3b8b43af67a944296eed23801,0
27b670058aae01d91936ca5863a2395a,0
1e1018feeef533923a964e7fe7879cbb,0
9c9d8de40aee618b75f36e9b0f0586b6,0
01cd7f3d796d527b174d1a79c55cf9de,0
33bb2fedb9965a09a71fb40e4b8eeebf,0
2b1abfdb966d85ef562f684f3d209747,0
0580216fd8b3a562087d52673f6ba63d,0
e35758bb4566f7ab407f38e310668db0,0
ba9981f5691f6029428e7322acc036e5,0
419726a1207fa6716b75bd1360fedb95,0
9635ef3c7f615d2ef426bb7aa0812653,0
a33668b7d0d8d86f38ad983c0cad6095,0
8ba4d1d2cba67543cf90e5c6c7758375,0
ce03382a47bfa8a90441b05c72762276,0
e8c853eaea49da3fed4a8e4906fea042,0
93a8d3a28204f980249ca9275a8ffa49,1
5e9453efdf0cd4bc9e755aade599f31b,0
339897010c78c9da217ea215b1b627c9,0
89b3406c3ba717f1b788ceeb5af9e8b9,0
cda5d3f52450ec6d10f244b11622b246,0
c46f06993c3aa1f098d55eb9e26979bd,0
4f39917c09dce904aa2a5a9f9daa6739,0
608636857f50c427bcb90e22b64510a4,0
270cb51ba394bc391d514f0371ba3d8f,0
138f1385c773283da62fc015bbd61bbd,0
d2a3c7fcd082980fdcdf3d50d13094ec,0
79eeee5fd7697ae9af54a18b9b16ed10,0
f34ae043c2954b058e5f171d24774def,1
379cdc5562b847753832388951c5728f,0
20f837f8823041630e9f9d528ca6488a,0
d476df103a55ac71c31873ed0b25b4c4,0
a8b411564cc4c621e3f4d9ec63db7b5f,0
bf67992dd821943ef1b882426e8fbee0,0
fa20641a952950cca22900332f2e3f68,0
e6d3e167553eacb547df384439ce933a,1
78f8326adda49da8c2a0cc69625b9dea,0
1b926dc32299e37644a16e2bdf363752,0
8cf3c50b357c9ca71905e95665096448,0
68226599436b07c6c3aedb3a05e0b65a,0
bac5d7507310eef3dabe2c72650061d6,0
3e6d8879f9ed9f88f99d28bd98d5ca29,0
59444f3e7175aea4e989e6e133c26774,0
85dd44cbe74cfb9d2e31d561826974f9,0
a43b295250f53ee3276f293e8ad6d300,0
38f6db63f2240230f9607710b0ee6b5c,1
4be3593dd7f973c0778a8f0a284f7ed5,0
af5e2ce18d911e5ca4b7771ba39d232e,0
20411910a7b41d0903ee09eaaed9dc4e,0
74ef44510691008486fe23dd95b111ec,0
5384482b63482b95c0b5b60752612737,0
eb3f3d81124e6bee0efd8648fc60f0cb,0
26f2544258632b6245d69a97da910d17,0
32ab5dfda3270f67348e8e9ff0f26499,0
ea52cb9750b4ba0ef85b3ae7c7791241,0
11c698281c4679760ee8d38693f1a2bc,0
3421cae34139affe00a05050b735e4d7,0
4042ca74ce1d66b22fdf473911550d23,1
1cdf8092f472c650857e2692598eb947,0
bae05c764a6fe28c7d926ca84dec9856,0
84194d2387503e40042ded8bd1b737da,0
4c9182ef8bee204189d302be3bc4ffaf,0
8acd87fb84af73e4991b5c6c74a3dd58,0
081d1fad9678beb877773d612b2a38de,0
fd5353fb6e668ce0dc6f1db52e82c346,0
0ea1b04911beee36e66c68e004991459,0
c5ac670d5517a5fa40679456cc964ea4,0
395a6f41bbd1a0f23a64f00645264e78,0
22c99d0343c03cba38d12220fa1dae22,0
53e60f5f287d3887a4499bd1162ff93e,0
7f809a07655ceeeabc7f2c7c364a8c6e,0
cb39edd54925bd0092554373c1622965,1
2504a3b25ebd06362205b7eb327b268b,0
94b207bb37db827c04e507a324b73791,0
c194b2f7b2342b1fd45a045712785a85,0
710145145f365dc43edd8db69a37d88d,0
0e18e5be3b617e3df09f43b21c2ad134,0
5c908bbcaf4c7404a3ab0a27b1fa1353,0
6e8203acfe0bbd0b2f4b56bb61bbaf9c,0
783450116ae9dac82a9ba46fbfb85855,0
9c4bde81b5b4913b46c28986b39be5ae,0
e96889a876b9c5956cfc4be6947ee38f,0
42f7698e2ca9b1cd0ca7357fd93be6d6,0
bc4be960c7f6d68c3cac54bd60e9ba57,0
211d0b2012d921aad796e4cd4cc94067,1
d24dc7660a59fbb32adaaae3f792be3b,0
6b2f0b6e87aaa8d4320cd63eea857227,0
d4c0bcf96fbd8278e102971d174aa48e,0
46bffc3d027a27e1588e7bc73ce04bd6,0
ae50d262d91a29d0f5de5dc61e4e8a3a,0
e15270d5812f8fb2e776046252f31c2d,0
d89ecb8a0b875c931bcb094b2f32b006,0
9378157cdc976cc92a6588c0be502017,0
2ef980db262619b50aa9044a01906455,0
a4bc56420f136d021b923ee7727dcc37,0
74d2a76978de06c793da3360d3cdc0a1,0
50a03ac7384bd74d5e2ab8be59557efb,0
bab7e72ef63019220275a9555c993d5c,0
13f8bcf0ad9728be97d80f321191363d,1
722d96fbcd18fdfffa9cb4a73948b77f,0
12ebea6468d6bdcfd95bb3ce6e715392,0
f833283dfd13549ba88fd946df46a9bc,0
f294522de112b4ebe0c9b4f484c5778e,0
1b0889ab2be05934f2a6f7cea6bedc73,0
